1,1004622,8.079321046305106,66.75022216541976,42
1,1018445,15.775169816035184,97.49221800239482,42
1,1019661,80.81335739366162,20.50167178404354,84
1,1020045,22.79375815189544,25.507405317502965,70
1,1002568,12.709784021424715,98.74526950897894,94
1,1017157,87.06574105627905,24.478524689000096,84
1,1000512,6.822598053593523,63.81438815822722,42
1,1007775,66.6652716551306,66.52197276785603,25
1,1002651,63.342053752126915,69.53812338065642,25
1,1016024,63.57496134456453,66.9515736527566,25
1,1001365,17.492112121746718,91.56239277702886,42
1,1016469,10.89067868425146,91.86086934113294,42
1,1014677,81.55410172893957,24.43465382731874,84
1,1006355,8.748374624905939,76.38930741682384,42
1,1011793,26.191674735534697,25.467730231558217,70
1,1014569,82.23969391941765,19.68574161501889,84
1,1006824,10.402156104041381,72.11438178934522,42
1,1010725,31.397704902242427,24.473608444401314,76
1,1011300,67.75274689656928,67.0856742537121,25
1,1010402,18.265498418292132,90.36760324498755,42
1,1014497,60.11175588871629,68.86690254545434,25
1,1015457,73.52297608693043,62.644684969346,82
1,1016352,77.09342644237488,27.982292420796586,84
1,1001726,17.354396846225544,90.61610997915923,42
1,1009342,16.409137793648995,95.5497541935012,42
1,1002875,75.04493547656006,26.179156777431604,84
1,1007290,9.25233509360699,67.15281496125367,42
1,1016888,25.245197173693708,24.684070547557525,70
