64,4,1,16,RLCCA,916,895,3664,916,773.25,300.0,932.0,89,0.0971615721
64,4,1,8,RLCCA,916,895,3664,916,572.00,76.0,844.0,193,0.2106986900
64,4,1,4,RLCCA,916,895,3664,916,470.00,0.0,648.0,287,0.3133187773
64,4,1,2,RLCCA,916,895,3664,916,330.25,0.0,556.0,413,0.4508733624
64,4,1,1,RLCCA,916,895,3664,916,336.50,52.0,544.0,634,0.6921397380
64,4,2,16,RLCCA,916,895,3664,916,773.25,300.0,932.0,89,0.0971615721
64,4,2,8,RLCCA,916,895,3664,916,544.00,276.0,768.0,159,0.1735807860
64,4,2,4,RLCCA,916,895,3664,916,543.75,320.0,756.0,324,0.3537117904
64,4,2,2,RLCCA,916,895,3664,916,521.75,228.0,864.0,439,0.4792576419
64,4,2,1,RLCCA,916,895,3664,916,550.25,424.0,636.0,653,0.7128820961
64,4,4,16,RLCCA,916,895,3664,916,773.25,300.0,932.0,89,0.0971615721
64,4,4,8,RLCCA,916,895,3664,916,650.25,228.0,904.0,168,0.1834061135
64,4,4,4,RLCCA,916,895,3664,916,625.00,352.0,868.0,283,0.3089519651
64,4,4,2,RLCCA,916,895,3664,916,659.25,152.0,864.0,353,0.3853711790
64,4,4,1,RLCCA,916,895,3664,916,612.00,508.0,640.0,334,0.3646288210
64,4,8,16,RLCCA,916,895,3664,916,773.25,300.0,932.0,89,0.0971615721
64,4,8,8,RLCCA,916,895,3664,916,786.25,512.0,1040.0,126,0.1375545852
64,4,8,4,RLCCA,916,895,3664,916,878.00,652.0,956.0,176,0.1921397380
64,4,5,16,RLCCA,916,895,3664,916,773.25,300.0,932.0,89,0.0971615721
64,4,5,8,RLCCA,916,895,3664,916,618.00,388.0,792.0,148,0.1615720524
64,4,5,4,RLCCA,916,895,3664,916,726.00,500.0,892.0,235,0.2565502183
64,4,5,2,RLCCA,916,895,3664,916,728.50,580.0,984.0,269,0.2936681223
64,4,5,1,RLCCA,916,895,3664,916,618.50,576.0,636.0,271,0.2958515284
64,4,10,16,RLCCA,916,895,3664,916,773.25,300.0,932.0,89,0.0971615721
64,4,10,8,RLCCA,916,895,3664,916,785.25,484.0,960.0,128,0.1397379913
64,4,10,4,RLCCA,916,895,3664,916,902.75,752.0,1132.0,159,0.1735807860
64,4,10,2,RLCCA,916,895,3664,916,733.25,608.0,960.0,131,0.1430131004
64,4,10,1,RLCCA,916,895,3664,916,624.25,604.0,640.0,124,0.1353711790
64,4,15,16,RLCCA,916,895,3664,916,773.25,300.0,932.0,89,0.0971615721
64,4,15,8,RLCCA,916,895,3664,916,788.00,424.0,968.0,135,0.1473799127
64,4,15,4,RLCCA,916,895,3664,916,1011.50,632.0,1624.0,156,0.1703056769
64,4,15,2,RLCCA,916,895,3664,916,689.50,612.0,828.0,122,0.1331877729
64,4,15,1,RLCCA,916,895,3664,916,620.25,604.0,636.0,119,0.1299126638
64,4,20,16,RLCCA,916,895,3664,916,773.25,300.0,932.0,89,0.0971615721
64,4,20,8,RLCCA,916,895,3664,916,837.75,612.0,1040.0,152,0.1659388646
64,4,20,4,RLCCA,916,895,3664,916,890.50,720.0,1080.0,153,0.1670305677
64,4,20,2,RLCCA,916,895,3664,916,712.00,612.0,836.0,114,0.1244541485
64,4,20,1,RLCCA,916,895,3664,916,618.00,588.0,636.0,90,0.0982532751
