64,4,2,1,RLCCA,1,1,5.0,5.0,640,444.0000,66,3048.0000,10,8,1.0,1.0,3.2078091878419848,
64,4,2,1,RLCCA,1,2,10.0,5.0,640,584.0000,59,2728.0000,11,3,1.0,1.0,2.522362988259243,
64,4,2,1,RLCCA,1,3,15.0,5.0,640,616.0000,67,3200.0000,10,15,1.0,1.0,2.5953560067513135,
64,4,2,1,RLCCA,1,4,20.0,5.0,640,500.0000,92,3184.0000,9,9,1.0,1.0,3.4961189385002216,
64,4,2,1,RLCCA,1,5,5.0,10.0,640,424.0000,41,2280.0000,8,4,1.0,1.0,2.7592413066093378,
64,4,2,1,RLCCA,1,6,10.0,10.0,640,448.0000,34,1880.0000,9,10,1.0,1.0,1.8355729608860878,
64,4,2,1,RLCCA,1,7,15.0,10.0,640,616.0000,33,1724.0000,11,1,1.0,1.0,1.931351635953437,
64,4,2,1,RLCCA,1,8,20.0,10.0,640,552.0000,45,2616.0000,11,6,1.0,1.0,2.3700459468085984,
64,4,2,1,RLCCA,1,9,5.0,15.0,640,588.0000,42,2044.0000,11,13,1.0,1.0,3.2652427565160815,
64,4,2,1,RLCCA,1,10,10.0,15.0,640,632.0000,62,2644.0000,12,12,1.0,1.0,1.767635999159016,
64,4,2,1,RLCCA,1,11,15.0,15.0,640,624.0000,29,1448.0000,12,2,1.0,1.0,2.2039404986634548,
64,4,2,1,RLCCA,1,12,20.0,15.0,640,636.0000,60,3156.0000,12,7,1.0,1.0,2.4751519047259234,
64,4,2,1,RLCCA,1,13,5.0,20.0,640,444.0000,36,1972.0000,8,0,1.0,1.0,3.2426580387905832,
64,4,2,1,RLCCA,1,14,10.0,20.0,640,596.0000,57,3188.0000,11,11,1.0,1.0,2.440541778190589,
64,4,2,1,RLCCA,1,15,15.0,20.0,640,608.0000,62,3148.0000,11,14,1.0,1.0,3.081949830761235,
64,4,2,1,RLCCA,1,16,20.0,20.0,640,492.0000,110,3188.0000,9,5,1.0,1.0,3.0653775755517354,
