64,4,10,2,RLCCA,1,1150992,17.375575639731274,9.621997893550235,8
64,4,10,2,RLCCA,1,1116179,17.253882527405146,0.33328248341432243,4
64,4,10,2,RLCCA,1,1036292,12.399030257728521,11.197066735826699,6
64,4,10,2,RLCCA,1,1009668,3.2007116065496826,24.68624327102659,13
64,4,10,2,RLCCA,1,1083420,9.478904824728001,1.493188909296613,1
64,4,10,2,RLCCA,1,1075229,23.822063415519235,8.48533634281756,7
64,4,10,2,RLCCA,1,1003521,16.260815507225438,13.266694969231152,8
64,4,10,2,RLCCA,1,1030144,18.447997989687735,2.809020834991742,4
64,4,10,2,RLCCA,1,1171459,5.160457471129558,8.11109699599007,5
64,4,10,2,RLCCA,1,1112070,16.454902676291603,3.538994457678012,4
64,4,10,2,RLCCA,1,1060873,16.4803982354881,7.754354796557161,7
64,4,10,2,RLCCA,1,1032213,11.714420062071804,13.356721049316914,10
64,4,10,2,RLCCA,1,1130508,21.051652263932027,13.739864597235842,16
64,4,10,2,RLCCA,1,1165327,21.65436095149942,2.331282838444574,4
64,4,10,2,RLCCA,1,1095728,4.062563919960473,15.065998650947954,9
64,4,10,2,RLCCA,1,1065010,3.0020247510861324,13.386948303435936,9
64,4,10,2,RLCCA,1,1013804,10.588639393106817,18.03031236701954,13
64,4,10,2,RLCCA,1,1017897,4.652216378226375,1.0184981362937968,1
64,4,10,2,RLCCA,1,1060919,10.068259737313811,16.29003913244015,10
64,4,10,2,RLCCA,1,1011751,18.34186188008153,14.992932304509193,16
64,4,10,2,RLCCA,1,1089598,14.102793888936565,18.543863326874924,15
64,4,10,2,RLCCA,1,1124385,8.548564472482465,4.051968032320461,1
64,4,10,2,RLCCA,1,1093664,12.054886169224334,18.356200934064976,11
64,4,10,2,RLCCA,1,1099811,2.067239392520267,15.058256153892227,9
64,4,10,2,RLCCA,1,1126437,2.3285372447187527,24.66115053629196,13
64,4,10,2,RLCCA,1,1105957,11.852590325417177,14.473951536453717,11
64,4,10,2,RLCCA,1,1075239,8.062079795690119,14.979405563940146,9
64,4,10,2,RLCCA,1,1026104,14.833289528504253,11.971407790050932,7
64,4,10,2,RLCCA,1,1024055,11.66905217906297,19.24508190844639,11
64,4,10,2,RLCCA,1,1165353,10.834941400513017,10.063619778513328,5
64,4,10,2,RLCCA,1,1163311,8.727817353453048,7.011075380440908,2
64,4,10,2,RLCCA,1,1108014,8.506655985017309,16.382261792589098,9
64,4,10,2,RLCCA,1,1062993,14.517663131577041,21.751840022700776,15
64,4,10,2,RLCCA,1,1169492,18.307652445542132,18.190090694954662,16
64,4,10,2,RLCCA,1,1024071,10.272608736150053,13.681516436083248,9
64,4,10,2,RLCCA,1,1017923,10.748840806494728,5.003993451572857,1
64,4,10,2,RLCCA,1,1144924,12.04545286676024,4.221314701509581,2
64,4,10,2,RLCCA,1,1081418,15.7917607119841,11.077267965193169,7
64,4,10,2,RLCCA,1,1046611,1.6333151307761224,2.826526046825943,2
64,4,10,2,RLCCA,1,1075276,8.211274836604634,12.36505878336725,5
64,4,10,2,RLCCA,1,1095758,21.39015307187968,15.892890309479878,12
64,4,10,2,RLCCA,1,1011793,13.196082771080754,7.02640296338363,3
64,4,10,2,RLCCA,1,1130609,14.414124368833628,1.8153558818652735,3
64,4,10,2,RLCCA,1,1011820,21.057447817080735,11.850399685080024,7
64,4,10,2,RLCCA,1,1099892,17.232946890094084,11.05818852544166,7
64,4,10,2,RLCCA,1,1144950,21.772487381187457,12.035216267350672,8
64,4,10,2,RLCCA,1,1011814,7.6860335372675515,9.199872092013166,5
64,4,10,2,RLCCA,1,1005670,21.054281761354197,0.856278458374339,3
64,4,10,2,RLCCA,1,1155195,22.07676045919935,10.524964446669232,7
64,4,10,2,RLCCA,1,1030242,24.550571404875363,11.841438110526516,12
64,4,10,2,RLCCA,1,1065059,18.9535279977693,9.369225920519629,7
64,4,10,2,RLCCA,1,1011836,13.632678919891216,23.273895165041896,11
64,4,10,2,RLCCA,1,1130596,13.852180477158797,16.238742573078873,15
64,4,10,2,RLCCA,1,1128554,17.3704218443011,6.090935846682963,4
64,4,10,2,RLCCA,1,1009778,12.62076340997319,15.23086694872479,11
64,4,10,2,RLCCA,1,1063021,2.6280705980310772,15.769541814071111,10
64,4,10,2,RLCCA,1,1044593,7.4419707486269875,23.007923487285392,13
64,4,10,2,RLCCA,1,1073296,19.654986151535574,0.17695725017527408,3
64,4,10,2,RLCCA,1,1065105,5.059076073586065,20.69979062559113,13
64,4,10,2,RLCCA,1,1020045,0.9733354754836334,11.679501588045005,5
64,4,10,2,RLCCA,1,1050771,8.670857195007697,16.876036211876965,9
64,4,10,2,RLCCA,1,1063059,13.045319276340484,11.017461280065682,7
64,4,10,2,RLCCA,1,1013892,21.144420091842633,6.9575884707143185,3
64,4,10,2,RLCCA,1,1024155,8.082186346930055,2.1779126484062328,2
64,4,10,2,RLCCA,1,1116303,10.079585587088982,14.215497955651296,9
64,4,10,2,RLCCA,1,1067150,3.7029313718836807,4.993211572615543,1
64,4,10,2,RLCCA,1,1151119,19.06947888095224,10.295488897307717,7
64,4,10,2,RLCCA,1,1079439,1.1142446421373429,1.8295276179610704,1
64,4,10,2,RLCCA,1,1140878,20.087000225361248,17.82396622106232,16
64,4,10,2,RLCCA,1,1069232,8.137335856469797,9.081158083524901,5
64,4,10,2,RLCCA,1,1075360,21.44993293097483,11.358355675588804,7
64,4,10,2,RLCCA,1,1120417,16.444191930879104,15.954550848972577,11
64,4,10,2,RLCCA,1,1042620,18.369846090710293,8.490551470927684,7
64,4,10,2,RLCCA,1,1095844,19.73836260034026,11.043032929980125,8
64,4,10,2,RLCCA,1,1163429,9.218754874048287,6.453550293434592,2
64,4,10,2,RLCCA,1,1108132,3.1692470087460656,22.75410382539947,13
