64,4,15,4,RLCCA,1,1,5.0,5.0,640,940.0000,91,2216.0000,18,3,0.6808510638297872,1.0,4.898451725333454,
64,4,15,4,RLCCA,1,2,10.0,5.0,640,1012.0000,39,2600.0000,17,3,0.6324110671936759,1.0,6.010256913892391,
64,4,15,4,RLCCA,1,3,15.0,5.0,640,968.0000,78,2116.0000,17,1,0.6611570247933884,1.0,5.627562004508252,
64,4,15,4,RLCCA,1,4,20.0,5.0,640,1048.0000,37,2112.0000,19,1,0.6106870229007634,1.0,4.779677494600443,
64,4,15,4,RLCCA,1,5,5.0,10.0,640,1016.0000,43,2480.0000,19,3,0.6299212598425197,1.0,5.456278768942207,
64,4,15,4,RLCCA,1,6,10.0,10.0,640,1000.0000,41,2456.0000,18,3,0.64,1.0,5.700976193092457,
64,4,15,4,RLCCA,1,7,15.0,10.0,640,1092.0000,48,2712.0000,20,1,0.5860805860805861,1.0,6.159504897057617,
64,4,15,4,RLCCA,1,8,20.0,10.0,640,1048.0000,52,2868.0000,20,1,0.6106870229007634,1.0,6.398787210995051,
64,4,15,4,RLCCA,1,9,5.0,15.0,640,632.0000,138,2872.0000,12,0,1.0,1.0,5.981382084527871,
64,4,15,4,RLCCA,1,10,10.0,15.0,640,740.0000,32,2140.0000,13,0,0.8648648648648649,1.0,6.341472251185548,
64,4,15,4,RLCCA,1,11,15.0,15.0,640,868.0000,63,3280.0000,16,2,0.7373271889400922,0.975609756097561,6.11141895906859,
64,4,15,4,RLCCA,1,12,20.0,15.0,640,1160.0000,54,3208.0000,21,2,0.5517241379310345,0.9975062344139651,5.607961092343084,
64,4,15,4,RLCCA,1,13,5.0,20.0,640,712.0000,32,1724.0000,14,0,0.898876404494382,1.0,5.039796538879032,
64,4,15,4,RLCCA,1,14,10.0,20.0,640,732.0000,37,2036.0000,14,0,0.8743169398907104,1.0,5.978206857683812,
64,4,15,4,RLCCA,1,15,15.0,20.0,640,1592.0000,54,3172.0000,30,2,0.4020100502512563,1.0,5.96647962531426,
64,4,15,4,RLCCA,1,16,20.0,20.0,640,1624.0000,56,3004.0000,31,2,0.39408866995073893,1.0,5.356667239024555,
