64,4,5,4,RLCCA,1,1,5.0,5.0,640,736.0000,44,2724.0000,13,3,0.8695652173913043,1.0,5.569006679992372,
64,4,5,4,RLCCA,1,2,10.0,5.0,640,732.0000,54,2976.0000,14,3,0.8743169398907104,1.0,5.985288261771792,
64,4,5,4,RLCCA,1,3,15.0,5.0,640,800.0000,68,3364.0000,15,1,0.8,0.9512485136741974,5.7519836392775,
64,4,5,4,RLCCA,1,4,20.0,5.0,640,860.0000,48,3364.0000,14,1,0.7441860465116279,0.9512485136741974,5.18534201206688,
64,4,5,4,RLCCA,1,5,5.0,10.0,640,676.0000,54,3264.0000,12,3,0.9467455621301775,0.9803921568627451,5.063333027172313,
64,4,5,4,RLCCA,1,6,10.0,10.0,640,500.0000,52,3204.0000,9,3,1.0,0.9987515605493134,7.555028633341831,
64,4,5,4,RLCCA,1,7,15.0,10.0,640,868.0000,67,3260.0000,17,1,0.7373271889400922,0.9815950920245399,6.560142838410046,
64,4,5,4,RLCCA,1,8,20.0,10.0,640,892.0000,64,3396.0000,17,1,0.7174887892376681,0.9422850412249706,5.461074060446114,
64,4,5,4,RLCCA,1,9,5.0,15.0,640,632.0000,56,3072.0000,11,0,1.0,1.0,5.31907861071497,
64,4,5,4,RLCCA,1,10,10.0,15.0,640,524.0000,52,3240.0000,10,0,1.0,0.9876543209876543,5.892072911838801,
64,4,5,4,RLCCA,1,11,15.0,15.0,640,644.0000,68,3232.0000,12,2,0.9937888198757764,0.9900990099009901,6.759558827349246,
64,4,5,4,RLCCA,1,12,20.0,15.0,640,836.0000,58,3500.0000,15,2,0.7655502392344498,0.9142857142857143,4.760183747335757,
64,4,5,4,RLCCA,1,13,5.0,20.0,640,700.0000,48,2804.0000,12,0,0.9142857142857143,1.0,4.976067281041206,
64,4,5,4,RLCCA,1,14,10.0,20.0,640,700.0000,35,1944.0000,13,0,0.9142857142857143,1.0,6.85459646394448,
64,4,5,4,RLCCA,1,15,15.0,20.0,640,808.0000,62,3236.0000,15,2,0.7920792079207921,0.9888751545117429,6.077347168635487,
64,4,5,4,RLCCA,1,16,20.0,20.0,640,708.0000,65,3340.0000,14,2,0.903954802259887,0.9580838323353293,4.607828038576169,
