64,4,20,2,RLCCA,1,1,5.0,5.0,640,632.0000,97,1532.0000,12,3,1.0,1.0,4.108826356827851,
64,4,20,2,RLCCA,1,2,10.0,5.0,640,756.0000,22,1356.0000,13,3,0.8465608465608465,1.0,5.519165873613693,
64,4,20,2,RLCCA,1,3,15.0,5.0,640,632.0000,112,1536.0000,11,6,1.0,1.0,5.238169670397414,
64,4,20,2,RLCCA,1,4,20.0,5.0,640,788.0000,29,1644.0000,14,6,0.8121827411167513,1.0,4.073068269602654,
64,4,20,2,RLCCA,1,5,5.0,10.0,640,616.0000,65,1576.0000,10,5,1.0,1.0,3.9901435410015305,
64,4,20,2,RLCCA,1,6,10.0,10.0,640,752.0000,19,1128.0000,13,5,0.851063829787234,1.0,5.190787371111385,
64,4,20,2,RLCCA,1,7,15.0,10.0,640,740.0000,91,1568.0000,13,1,0.8648648648648649,1.0,4.630570833596427,
64,4,20,2,RLCCA,1,8,20.0,10.0,640,836.0000,34,2056.0000,15,1,0.7655502392344498,1.0,3.794402886639921,
64,4,20,2,RLCCA,1,9,5.0,15.0,640,612.0000,37,808.0000,11,0,1.0,1.0,3.6970781522343628,
64,4,20,2,RLCCA,1,10,10.0,15.0,640,708.0000,19,1204.0000,12,0,0.903954802259887,1.0,4.663532482720136,
64,4,20,2,RLCCA,1,11,15.0,15.0,640,628.0000,73,1116.0000,12,2,1.0,1.0,4.040101704219069,
64,4,20,2,RLCCA,1,12,20.0,15.0,640,636.0000,110,1792.0000,12,4,1.0,1.0,5.260648702835361,
64,4,20,2,RLCCA,1,13,5.0,20.0,640,684.0000,101,1360.0000,13,7,0.935672514619883,1.0,4.014326813503259,
64,4,20,2,RLCCA,1,14,10.0,20.0,640,816.0000,29,1612.0000,14,7,0.7843137254901961,1.0,5.101060032805802,
64,4,20,2,RLCCA,1,15,15.0,20.0,640,768.0000,24,1492.0000,13,2,0.8333333333333334,1.0,3.635970245717522,
64,4,20,2,RLCCA,1,16,20.0,20.0,640,788.0000,33,2168.0000,13,4,0.8121827411167513,1.0,4.415644582249669,
