,index,numberOfGroups,pubNum,locality,numOfCoop,method,application_id,server_id,x,y,capacity,used,connection,cp,mpnum,cluster_id,a,b,d
0,0,64,2,5,4,RLCCA,1,1,5.0,5.0,640,634.0,100,2948.0,22,3,1.0,1.0,5.326061600567473
1,1,64,2,5,4,RLCCA,1,2,10.0,5.0,640,338.0,73,1792.0,13,3,1.0,1.0,5.745191089610862
2,2,64,2,5,4,RLCCA,1,3,15.0,5.0,640,638.0,112,3170.0,23,1,1.0,1.0,5.297893447444092
3,3,64,2,5,4,RLCCA,1,4,20.0,5.0,640,572.0,71,2014.0,21,1,1.0,1.0,5.00505503166025
4,4,64,2,5,4,RLCCA,1,5,5.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
5,5,64,2,5,4,RLCCA,1,6,10.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
6,6,64,2,5,4,RLCCA,1,7,15.0,10.0,640,140.0,14,374.0,5,1,1.0,1.0,5.823701870330522
7,7,64,2,5,4,RLCCA,1,8,20.0,10.0,640,0.0,0,0.0,0,1,1.0,1.0,
8,8,64,2,5,4,RLCCA,1,9,5.0,15.0,640,512.0,97,3200.0,18,0,1.0,1.0,5.713789700357096
9,9,64,2,5,4,RLCCA,1,10,10.0,15.0,640,464.0,91,2644.0,17,0,1.0,1.0,6.370936127770567
10,10,64,2,5,4,RLCCA,1,11,15.0,15.0,640,500.0,107,3188.0,17,2,1.0,1.0,5.635058346020204
11,11,64,2,5,4,RLCCA,1,12,20.0,15.0,640,560.0,93,2506.0,21,2,1.0,1.0,5.323902941603349
12,12,64,2,5,4,RLCCA,1,13,5.0,20.0,640,462.0,76,2296.0,17,0,1.0,1.0,4.963787862073751
13,13,64,2,5,4,RLCCA,1,14,10.0,20.0,640,0.0,0,0.0,0,0,1.0,1.0,
14,14,64,2,5,4,RLCCA,1,15,15.0,20.0,640,256.0,61,1584.0,10,2,1.0,1.0,6.285976387150014
15,15,64,2,5,4,RLCCA,1,16,20.0,20.0,640,0.0,0,0.0,0,2,1.0,1.0,
16,0,64,2,5,4,RLCCA,1,1,5.0,5.0,640,634.0,100,2948.0,22,3,1.0,1.0,5.326061600567473
17,1,64,2,5,4,RLCCA,1,2,10.0,5.0,640,338.0,73,1792.0,13,3,1.0,1.0,5.745191089610862
18,2,64,2,5,4,RLCCA,1,3,15.0,5.0,640,638.0,112,3170.0,23,1,1.0,1.0,5.297893447444092
19,3,64,2,5,4,RLCCA,1,4,20.0,5.0,640,572.0,71,2014.0,21,1,1.0,1.0,5.00505503166025
20,4,64,2,5,4,RLCCA,1,5,5.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
21,5,64,2,5,4,RLCCA,1,6,10.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
22,6,64,2,5,4,RLCCA,1,7,15.0,10.0,640,140.0,14,374.0,5,1,1.0,1.0,5.823701870330522
23,7,64,2,5,4,RLCCA,1,8,20.0,10.0,640,0.0,0,0.0,0,1,1.0,1.0,
24,8,64,2,5,4,RLCCA,1,9,5.0,15.0,640,512.0,97,3200.0,18,0,1.0,1.0,5.713789700357096
25,9,64,2,5,4,RLCCA,1,10,10.0,15.0,640,464.0,91,2644.0,17,0,1.0,1.0,6.370936127770567
26,10,64,2,5,4,RLCCA,1,11,15.0,15.0,640,500.0,107,3188.0,17,2,1.0,1.0,5.635058346020204
27,11,64,2,5,4,RLCCA,1,12,20.0,15.0,640,560.0,93,2506.0,21,2,1.0,1.0,5.323902941603349
28,12,64,2,5,4,RLCCA,1,13,5.0,20.0,640,462.0,76,2296.0,17,0,1.0,1.0,4.963787862073751
29,13,64,2,5,4,RLCCA,1,14,10.0,20.0,640,0.0,0,0.0,0,0,1.0,1.0,
30,14,64,2,5,4,RLCCA,1,15,15.0,20.0,640,256.0,61,1584.0,10,2,1.0,1.0,6.285976387150014
31,15,64,2,5,4,RLCCA,1,16,20.0,20.0,640,0.0,0,0.0,0,2,1.0,1.0,
32,0,64,2,5,4,RLCCA,1,1,5.0,5.0,640,634.0,100,2948.0,22,3,1.0,1.0,5.326061600567473
33,1,64,2,5,4,RLCCA,1,2,10.0,5.0,640,338.0,73,1792.0,13,3,1.0,1.0,5.745191089610862
34,2,64,2,5,4,RLCCA,1,3,15.0,5.0,640,638.0,112,3170.0,23,1,1.0,1.0,5.297893447444092
35,3,64,2,5,4,RLCCA,1,4,20.0,5.0,640,572.0,71,2014.0,21,1,1.0,1.0,5.00505503166025
36,4,64,2,5,4,RLCCA,1,5,5.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
37,5,64,2,5,4,RLCCA,1,6,10.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
38,6,64,2,5,4,RLCCA,1,7,15.0,10.0,640,140.0,14,374.0,5,1,1.0,1.0,5.823701870330522
39,7,64,2,5,4,RLCCA,1,8,20.0,10.0,640,0.0,0,0.0,0,1,1.0,1.0,
40,8,64,2,5,4,RLCCA,1,9,5.0,15.0,640,512.0,97,3200.0,18,0,1.0,1.0,5.713789700357096
41,9,64,2,5,4,RLCCA,1,10,10.0,15.0,640,464.0,91,2644.0,17,0,1.0,1.0,6.370936127770567
42,10,64,2,5,4,RLCCA,1,11,15.0,15.0,640,500.0,107,3188.0,17,2,1.0,1.0,5.635058346020204
43,11,64,2,5,4,RLCCA,1,12,20.0,15.0,640,560.0,93,2506.0,21,2,1.0,1.0,5.323902941603349
44,12,64,2,5,4,RLCCA,1,13,5.0,20.0,640,462.0,76,2296.0,17,0,1.0,1.0,4.963787862073751
45,13,64,2,5,4,RLCCA,1,14,10.0,20.0,640,0.0,0,0.0,0,0,1.0,1.0,
46,14,64,2,5,4,RLCCA,1,15,15.0,20.0,640,256.0,61,1584.0,10,2,1.0,1.0,6.285976387150014
47,15,64,2,5,4,RLCCA,1,16,20.0,20.0,640,0.0,0,0.0,0,2,1.0,1.0,
48,0,64,2,5,4,RLCCA,1,1,5.0,5.0,640,634.0,100,2948.0,22,3,1.0,1.0,5.326061600567473
49,1,64,2,5,4,RLCCA,1,2,10.0,5.0,640,338.0,73,1792.0,13,3,1.0,1.0,5.745191089610862
50,2,64,2,5,4,RLCCA,1,3,15.0,5.0,640,638.0,112,3170.0,23,1,1.0,1.0,5.297893447444092
51,3,64,2,5,4,RLCCA,1,4,20.0,5.0,640,572.0,71,2014.0,21,1,1.0,1.0,5.00505503166025
52,4,64,2,5,4,RLCCA,1,5,5.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
53,5,64,2,5,4,RLCCA,1,6,10.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
54,6,64,2,5,4,RLCCA,1,7,15.0,10.0,640,140.0,14,374.0,5,1,1.0,1.0,5.823701870330522
55,7,64,2,5,4,RLCCA,1,8,20.0,10.0,640,0.0,0,0.0,0,1,1.0,1.0,
56,8,64,2,5,4,RLCCA,1,9,5.0,15.0,640,512.0,97,3200.0,18,0,1.0,1.0,5.713789700357096
57,9,64,2,5,4,RLCCA,1,10,10.0,15.0,640,464.0,91,2644.0,17,0,1.0,1.0,6.370936127770567
58,10,64,2,5,4,RLCCA,1,11,15.0,15.0,640,500.0,107,3188.0,17,2,1.0,1.0,5.635058346020204
59,11,64,2,5,4,RLCCA,1,12,20.0,15.0,640,560.0,93,2506.0,21,2,1.0,1.0,5.323902941603349
60,12,64,2,5,4,RLCCA,1,13,5.0,20.0,640,462.0,76,2296.0,17,0,1.0,1.0,4.963787862073751
61,13,64,2,5,4,RLCCA,1,14,10.0,20.0,640,0.0,0,0.0,0,0,1.0,1.0,
62,14,64,2,5,4,RLCCA,1,15,15.0,20.0,640,256.0,61,1584.0,10,2,1.0,1.0,6.285976387150014
63,15,64,2,5,4,RLCCA,1,16,20.0,20.0,640,0.0,0,0.0,0,2,1.0,1.0,
64,0,64,2,5,4,RLCCA,1,1,5.0,5.0,640,634.0,100,2948.0,22,3,1.0,1.0,5.326061600567473
65,1,64,2,5,4,RLCCA,1,2,10.0,5.0,640,338.0,73,1792.0,13,3,1.0,1.0,5.745191089610862
66,2,64,2,5,4,RLCCA,1,3,15.0,5.0,640,638.0,112,3170.0,23,1,1.0,1.0,5.297893447444092
67,3,64,2,5,4,RLCCA,1,4,20.0,5.0,640,572.0,71,2014.0,21,1,1.0,1.0,5.00505503166025
68,4,64,2,5,4,RLCCA,1,5,5.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
69,5,64,2,5,4,RLCCA,1,6,10.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
70,6,64,2,5,4,RLCCA,1,7,15.0,10.0,640,140.0,14,374.0,5,1,1.0,1.0,5.823701870330522
71,7,64,2,5,4,RLCCA,1,8,20.0,10.0,640,0.0,0,0.0,0,1,1.0,1.0,
72,8,64,2,5,4,RLCCA,1,9,5.0,15.0,640,512.0,97,3200.0,18,0,1.0,1.0,5.713789700357096
73,9,64,2,5,4,RLCCA,1,10,10.0,15.0,640,464.0,91,2644.0,17,0,1.0,1.0,6.370936127770567
74,10,64,2,5,4,RLCCA,1,11,15.0,15.0,640,500.0,107,3188.0,17,2,1.0,1.0,5.635058346020204
75,11,64,2,5,4,RLCCA,1,12,20.0,15.0,640,560.0,93,2506.0,21,2,1.0,1.0,5.323902941603349
76,12,64,2,5,4,RLCCA,1,13,5.0,20.0,640,462.0,76,2296.0,17,0,1.0,1.0,4.963787862073751
77,13,64,2,5,4,RLCCA,1,14,10.0,20.0,640,0.0,0,0.0,0,0,1.0,1.0,
78,14,64,2,5,4,RLCCA,1,15,15.0,20.0,640,256.0,61,1584.0,10,2,1.0,1.0,6.285976387150014
79,15,64,2,5,4,RLCCA,1,16,20.0,20.0,640,0.0,0,0.0,0,2,1.0,1.0,
80,0,64,2,5,4,RLCCA,1,1,5.0,5.0,640,634.0,100,2948.0,22,3,1.0,1.0,5.326061600567473
81,1,64,2,5,4,RLCCA,1,2,10.0,5.0,640,338.0,73,1792.0,13,3,1.0,1.0,5.745191089610862
82,2,64,2,5,4,RLCCA,1,3,15.0,5.0,640,638.0,112,3170.0,23,1,1.0,1.0,5.297893447444092
83,3,64,2,5,4,RLCCA,1,4,20.0,5.0,640,572.0,71,2014.0,21,1,1.0,1.0,5.00505503166025
84,4,64,2,5,4,RLCCA,1,5,5.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
85,5,64,2,5,4,RLCCA,1,6,10.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
86,6,64,2,5,4,RLCCA,1,7,15.0,10.0,640,140.0,14,374.0,5,1,1.0,1.0,5.823701870330522
87,7,64,2,5,4,RLCCA,1,8,20.0,10.0,640,0.0,0,0.0,0,1,1.0,1.0,
88,8,64,2,5,4,RLCCA,1,9,5.0,15.0,640,512.0,97,3200.0,18,0,1.0,1.0,5.713789700357096
89,9,64,2,5,4,RLCCA,1,10,10.0,15.0,640,464.0,91,2644.0,17,0,1.0,1.0,6.370936127770567
90,10,64,2,5,4,RLCCA,1,11,15.0,15.0,640,500.0,107,3188.0,17,2,1.0,1.0,5.635058346020204
91,11,64,2,5,4,RLCCA,1,12,20.0,15.0,640,560.0,93,2506.0,21,2,1.0,1.0,5.323902941603349
92,12,64,2,5,4,RLCCA,1,13,5.0,20.0,640,462.0,76,2296.0,17,0,1.0,1.0,4.963787862073751
93,13,64,2,5,4,RLCCA,1,14,10.0,20.0,640,0.0,0,0.0,0,0,1.0,1.0,
94,14,64,2,5,4,RLCCA,1,15,15.0,20.0,640,256.0,61,1584.0,10,2,1.0,1.0,6.285976387150014
95,15,64,2,5,4,RLCCA,1,16,20.0,20.0,640,0.0,0,0.0,0,2,1.0,1.0,
96,0,64,2,5,4,RLCCA,1,1,5.0,5.0,640,634.0,100,2948.0,22,3,1.0,1.0,5.326061600567473
97,1,64,2,5,4,RLCCA,1,2,10.0,5.0,640,338.0,73,1792.0,13,3,1.0,1.0,5.745191089610862
98,2,64,2,5,4,RLCCA,1,3,15.0,5.0,640,638.0,112,3170.0,23,1,1.0,1.0,5.297893447444092
99,3,64,2,5,4,RLCCA,1,4,20.0,5.0,640,572.0,71,2014.0,21,1,1.0,1.0,5.00505503166025
100,4,64,2,5,4,RLCCA,1,5,5.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
101,5,64,2,5,4,RLCCA,1,6,10.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
102,6,64,2,5,4,RLCCA,1,7,15.0,10.0,640,140.0,14,374.0,5,1,1.0,1.0,5.823701870330522
103,7,64,2,5,4,RLCCA,1,8,20.0,10.0,640,0.0,0,0.0,0,1,1.0,1.0,
104,8,64,2,5,4,RLCCA,1,9,5.0,15.0,640,512.0,97,3200.0,18,0,1.0,1.0,5.713789700357096
105,9,64,2,5,4,RLCCA,1,10,10.0,15.0,640,464.0,91,2644.0,17,0,1.0,1.0,6.370936127770567
106,10,64,2,5,4,RLCCA,1,11,15.0,15.0,640,500.0,107,3188.0,17,2,1.0,1.0,5.635058346020204
107,11,64,2,5,4,RLCCA,1,12,20.0,15.0,640,560.0,93,2506.0,21,2,1.0,1.0,5.323902941603349
108,12,64,2,5,4,RLCCA,1,13,5.0,20.0,640,462.0,76,2296.0,17,0,1.0,1.0,4.963787862073751
109,13,64,2,5,4,RLCCA,1,14,10.0,20.0,640,0.0,0,0.0,0,0,1.0,1.0,
110,14,64,2,5,4,RLCCA,1,15,15.0,20.0,640,256.0,61,1584.0,10,2,1.0,1.0,6.285976387150014
111,15,64,2,5,4,RLCCA,1,16,20.0,20.0,640,0.0,0,0.0,0,2,1.0,1.0,
112,0,64,2,5,4,RLCCA,1,1,5.0,5.0,640,634.0,100,2948.0,22,3,1.0,1.0,5.326061600567473
113,1,64,2,5,4,RLCCA,1,2,10.0,5.0,640,338.0,73,1792.0,13,3,1.0,1.0,5.745191089610862
114,2,64,2,5,4,RLCCA,1,3,15.0,5.0,640,638.0,112,3170.0,23,1,1.0,1.0,5.297893447444092
115,3,64,2,5,4,RLCCA,1,4,20.0,5.0,640,572.0,71,2014.0,21,1,1.0,1.0,5.00505503166025
116,4,64,2,5,4,RLCCA,1,5,5.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
117,5,64,2,5,4,RLCCA,1,6,10.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
118,6,64,2,5,4,RLCCA,1,7,15.0,10.0,640,140.0,14,374.0,5,1,1.0,1.0,5.823701870330522
119,7,64,2,5,4,RLCCA,1,8,20.0,10.0,640,0.0,0,0.0,0,1,1.0,1.0,
120,8,64,2,5,4,RLCCA,1,9,5.0,15.0,640,512.0,97,3200.0,18,0,1.0,1.0,5.713789700357096
121,9,64,2,5,4,RLCCA,1,10,10.0,15.0,640,464.0,91,2644.0,17,0,1.0,1.0,6.370936127770567
122,10,64,2,5,4,RLCCA,1,11,15.0,15.0,640,500.0,107,3188.0,17,2,1.0,1.0,5.635058346020204
123,11,64,2,5,4,RLCCA,1,12,20.0,15.0,640,560.0,93,2506.0,21,2,1.0,1.0,5.323902941603349
124,12,64,2,5,4,RLCCA,1,13,5.0,20.0,640,462.0,76,2296.0,17,0,1.0,1.0,4.963787862073751
125,13,64,2,5,4,RLCCA,1,14,10.0,20.0,640,0.0,0,0.0,0,0,1.0,1.0,
126,14,64,2,5,4,RLCCA,1,15,15.0,20.0,640,256.0,61,1584.0,10,2,1.0,1.0,6.285976387150014
127,15,64,2,5,4,RLCCA,1,16,20.0,20.0,640,0.0,0,0.0,0,2,1.0,1.0,
128,0,64,2,5,4,RLCCA,1,1,5.0,5.0,640,634.0,100,2948.0,22,3,1.0,1.0,5.326061600567473
129,1,64,2,5,4,RLCCA,1,2,10.0,5.0,640,338.0,73,1792.0,13,3,1.0,1.0,5.745191089610862
130,2,64,2,5,4,RLCCA,1,3,15.0,5.0,640,638.0,112,3170.0,23,1,1.0,1.0,5.297893447444092
131,3,64,2,5,4,RLCCA,1,4,20.0,5.0,640,572.0,71,2014.0,21,1,1.0,1.0,5.00505503166025
132,4,64,2,5,4,RLCCA,1,5,5.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
133,5,64,2,5,4,RLCCA,1,6,10.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
134,6,64,2,5,4,RLCCA,1,7,15.0,10.0,640,140.0,14,374.0,5,1,1.0,1.0,5.823701870330522
135,7,64,2,5,4,RLCCA,1,8,20.0,10.0,640,0.0,0,0.0,0,1,1.0,1.0,
136,8,64,2,5,4,RLCCA,1,9,5.0,15.0,640,512.0,97,3200.0,18,0,1.0,1.0,5.713789700357096
137,9,64,2,5,4,RLCCA,1,10,10.0,15.0,640,464.0,91,2644.0,17,0,1.0,1.0,6.370936127770567
138,10,64,2,5,4,RLCCA,1,11,15.0,15.0,640,500.0,107,3188.0,17,2,1.0,1.0,5.635058346020204
139,11,64,2,5,4,RLCCA,1,12,20.0,15.0,640,560.0,93,2506.0,21,2,1.0,1.0,5.323902941603349
140,12,64,2,5,4,RLCCA,1,13,5.0,20.0,640,462.0,76,2296.0,17,0,1.0,1.0,4.963787862073751
141,13,64,2,5,4,RLCCA,1,14,10.0,20.0,640,0.0,0,0.0,0,0,1.0,1.0,
142,14,64,2,5,4,RLCCA,1,15,15.0,20.0,640,256.0,61,1584.0,10,2,1.0,1.0,6.285976387150014
143,15,64,2,5,4,RLCCA,1,16,20.0,20.0,640,0.0,0,0.0,0,2,1.0,1.0,
144,0,64,2,5,4,RLCCA,1,1,5.0,5.0,640,634.0,100,2948.0,22,3,1.0,1.0,5.326061600567473
145,1,64,2,5,4,RLCCA,1,2,10.0,5.0,640,338.0,73,1792.0,13,3,1.0,1.0,5.745191089610862
146,2,64,2,5,4,RLCCA,1,3,15.0,5.0,640,638.0,112,3170.0,23,1,1.0,1.0,5.297893447444092
147,3,64,2,5,4,RLCCA,1,4,20.0,5.0,640,572.0,71,2014.0,21,1,1.0,1.0,5.00505503166025
148,4,64,2,5,4,RLCCA,1,5,5.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
149,5,64,2,5,4,RLCCA,1,6,10.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
150,6,64,2,5,4,RLCCA,1,7,15.0,10.0,640,140.0,14,374.0,5,1,1.0,1.0,5.823701870330522
151,7,64,2,5,4,RLCCA,1,8,20.0,10.0,640,0.0,0,0.0,0,1,1.0,1.0,
152,8,64,2,5,4,RLCCA,1,9,5.0,15.0,640,512.0,97,3200.0,18,0,1.0,1.0,5.713789700357096
153,9,64,2,5,4,RLCCA,1,10,10.0,15.0,640,464.0,91,2644.0,17,0,1.0,1.0,6.370936127770567
154,10,64,2,5,4,RLCCA,1,11,15.0,15.0,640,500.0,107,3188.0,17,2,1.0,1.0,5.635058346020204
155,11,64,2,5,4,RLCCA,1,12,20.0,15.0,640,560.0,93,2506.0,21,2,1.0,1.0,5.323902941603349
156,12,64,2,5,4,RLCCA,1,13,5.0,20.0,640,462.0,76,2296.0,17,0,1.0,1.0,4.963787862073751
157,13,64,2,5,4,RLCCA,1,14,10.0,20.0,640,0.0,0,0.0,0,0,1.0,1.0,
158,14,64,2,5,4,RLCCA,1,15,15.0,20.0,640,256.0,61,1584.0,10,2,1.0,1.0,6.285976387150014
159,15,64,2,5,4,RLCCA,1,16,20.0,20.0,640,0.0,0,0.0,0,2,1.0,1.0,
160,0,64,2,5,4,RLCCA,1,1,5.0,5.0,640,634.0,100,2948.0,22,3,1.0,1.0,5.326061600567473
161,1,64,2,5,4,RLCCA,1,2,10.0,5.0,640,338.0,73,1792.0,13,3,1.0,1.0,5.745191089610862
162,2,64,2,5,4,RLCCA,1,3,15.0,5.0,640,638.0,112,3170.0,23,1,1.0,1.0,5.297893447444092
163,3,64,2,5,4,RLCCA,1,4,20.0,5.0,640,572.0,71,2014.0,21,1,1.0,1.0,5.00505503166025
164,4,64,2,5,4,RLCCA,1,5,5.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
165,5,64,2,5,4,RLCCA,1,6,10.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
166,6,64,2,5,4,RLCCA,1,7,15.0,10.0,640,140.0,14,374.0,5,1,1.0,1.0,5.823701870330522
167,7,64,2,5,4,RLCCA,1,8,20.0,10.0,640,0.0,0,0.0,0,1,1.0,1.0,
168,8,64,2,5,4,RLCCA,1,9,5.0,15.0,640,512.0,97,3200.0,18,0,1.0,1.0,5.713789700357096
169,9,64,2,5,4,RLCCA,1,10,10.0,15.0,640,464.0,91,2644.0,17,0,1.0,1.0,6.370936127770567
170,10,64,2,5,4,RLCCA,1,11,15.0,15.0,640,500.0,107,3188.0,17,2,1.0,1.0,5.635058346020204
171,11,64,2,5,4,RLCCA,1,12,20.0,15.0,640,560.0,93,2506.0,21,2,1.0,1.0,5.323902941603349
172,12,64,2,5,4,RLCCA,1,13,5.0,20.0,640,462.0,76,2296.0,17,0,1.0,1.0,4.963787862073751
173,13,64,2,5,4,RLCCA,1,14,10.0,20.0,640,0.0,0,0.0,0,0,1.0,1.0,
174,14,64,2,5,4,RLCCA,1,15,15.0,20.0,640,256.0,61,1584.0,10,2,1.0,1.0,6.285976387150014
175,15,64,2,5,4,RLCCA,1,16,20.0,20.0,640,0.0,0,0.0,0,2,1.0,1.0,
176,0,64,2,5,4,RLCCA,1,1,5.0,5.0,640,634.0,100,2948.0,22,3,1.0,1.0,5.326061600567473
177,1,64,2,5,4,RLCCA,1,2,10.0,5.0,640,338.0,73,1792.0,13,3,1.0,1.0,5.745191089610862
178,2,64,2,5,4,RLCCA,1,3,15.0,5.0,640,638.0,112,3170.0,23,1,1.0,1.0,5.297893447444092
179,3,64,2,5,4,RLCCA,1,4,20.0,5.0,640,572.0,71,2014.0,21,1,1.0,1.0,5.00505503166025
180,4,64,2,5,4,RLCCA,1,5,5.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
181,5,64,2,5,4,RLCCA,1,6,10.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
182,6,64,2,5,4,RLCCA,1,7,15.0,10.0,640,140.0,14,374.0,5,1,1.0,1.0,5.823701870330522
183,7,64,2,5,4,RLCCA,1,8,20.0,10.0,640,0.0,0,0.0,0,1,1.0,1.0,
184,8,64,2,5,4,RLCCA,1,9,5.0,15.0,640,512.0,97,3200.0,18,0,1.0,1.0,5.713789700357096
185,9,64,2,5,4,RLCCA,1,10,10.0,15.0,640,464.0,91,2644.0,17,0,1.0,1.0,6.370936127770567
186,10,64,2,5,4,RLCCA,1,11,15.0,15.0,640,500.0,107,3188.0,17,2,1.0,1.0,5.635058346020204
187,11,64,2,5,4,RLCCA,1,12,20.0,15.0,640,560.0,93,2506.0,21,2,1.0,1.0,5.323902941603349
188,12,64,2,5,4,RLCCA,1,13,5.0,20.0,640,462.0,76,2296.0,17,0,1.0,1.0,4.963787862073751
189,13,64,2,5,4,RLCCA,1,14,10.0,20.0,640,0.0,0,0.0,0,0,1.0,1.0,
190,14,64,2,5,4,RLCCA,1,15,15.0,20.0,640,256.0,61,1584.0,10,2,1.0,1.0,6.285976387150014
191,15,64,2,5,4,RLCCA,1,16,20.0,20.0,640,0.0,0,0.0,0,2,1.0,1.0,
192,0,64,2,5,4,RLCCA,1,1,5.0,5.0,640,634.0,100,2948.0,22,3,1.0,1.0,5.326061600567473
193,1,64,2,5,4,RLCCA,1,2,10.0,5.0,640,338.0,73,1792.0,13,3,1.0,1.0,5.745191089610862
194,2,64,2,5,4,RLCCA,1,3,15.0,5.0,640,638.0,112,3170.0,23,1,1.0,1.0,5.297893447444092
195,3,64,2,5,4,RLCCA,1,4,20.0,5.0,640,572.0,71,2014.0,21,1,1.0,1.0,5.00505503166025
196,4,64,2,5,4,RLCCA,1,5,5.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
197,5,64,2,5,4,RLCCA,1,6,10.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
198,6,64,2,5,4,RLCCA,1,7,15.0,10.0,640,140.0,14,374.0,5,1,1.0,1.0,5.823701870330522
199,7,64,2,5,4,RLCCA,1,8,20.0,10.0,640,0.0,0,0.0,0,1,1.0,1.0,
200,8,64,2,5,4,RLCCA,1,9,5.0,15.0,640,512.0,97,3200.0,18,0,1.0,1.0,5.713789700357096
201,9,64,2,5,4,RLCCA,1,10,10.0,15.0,640,464.0,91,2644.0,17,0,1.0,1.0,6.370936127770567
202,10,64,2,5,4,RLCCA,1,11,15.0,15.0,640,500.0,107,3188.0,17,2,1.0,1.0,5.635058346020204
203,11,64,2,5,4,RLCCA,1,12,20.0,15.0,640,560.0,93,2506.0,21,2,1.0,1.0,5.323902941603349
204,12,64,2,5,4,RLCCA,1,13,5.0,20.0,640,462.0,76,2296.0,17,0,1.0,1.0,4.963787862073751
205,13,64,2,5,4,RLCCA,1,14,10.0,20.0,640,0.0,0,0.0,0,0,1.0,1.0,
206,14,64,2,5,4,RLCCA,1,15,15.0,20.0,640,256.0,61,1584.0,10,2,1.0,1.0,6.285976387150014
207,15,64,2,5,4,RLCCA,1,16,20.0,20.0,640,0.0,0,0.0,0,2,1.0,1.0,
208,0,64,2,5,4,RLCCA,1,1,5.0,5.0,640,634.0,100,2948.0,22,3,1.0,1.0,5.326061600567473
209,1,64,2,5,4,RLCCA,1,2,10.0,5.0,640,338.0,73,1792.0,13,3,1.0,1.0,5.745191089610862
210,2,64,2,5,4,RLCCA,1,3,15.0,5.0,640,638.0,112,3170.0,23,1,1.0,1.0,5.297893447444092
211,3,64,2,5,4,RLCCA,1,4,20.0,5.0,640,572.0,71,2014.0,21,1,1.0,1.0,5.00505503166025
212,4,64,2,5,4,RLCCA,1,5,5.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
213,5,64,2,5,4,RLCCA,1,6,10.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
214,6,64,2,5,4,RLCCA,1,7,15.0,10.0,640,140.0,14,374.0,5,1,1.0,1.0,5.823701870330522
215,7,64,2,5,4,RLCCA,1,8,20.0,10.0,640,0.0,0,0.0,0,1,1.0,1.0,
216,8,64,2,5,4,RLCCA,1,9,5.0,15.0,640,512.0,97,3200.0,18,0,1.0,1.0,5.713789700357096
217,9,64,2,5,4,RLCCA,1,10,10.0,15.0,640,464.0,91,2644.0,17,0,1.0,1.0,6.370936127770567
218,10,64,2,5,4,RLCCA,1,11,15.0,15.0,640,500.0,107,3188.0,17,2,1.0,1.0,5.635058346020204
219,11,64,2,5,4,RLCCA,1,12,20.0,15.0,640,560.0,93,2506.0,21,2,1.0,1.0,5.323902941603349
220,12,64,2,5,4,RLCCA,1,13,5.0,20.0,640,462.0,76,2296.0,17,0,1.0,1.0,4.963787862073751
221,13,64,2,5,4,RLCCA,1,14,10.0,20.0,640,0.0,0,0.0,0,0,1.0,1.0,
222,14,64,2,5,4,RLCCA,1,15,15.0,20.0,640,256.0,61,1584.0,10,2,1.0,1.0,6.285976387150014
223,15,64,2,5,4,RLCCA,1,16,20.0,20.0,640,0.0,0,0.0,0,2,1.0,1.0,
224,0,64,2,5,4,RLCCA,1,1,5.0,5.0,640,634.0,100,2948.0,22,3,1.0,1.0,5.326061600567473
225,1,64,2,5,4,RLCCA,1,2,10.0,5.0,640,338.0,73,1792.0,13,3,1.0,1.0,5.745191089610862
226,2,64,2,5,4,RLCCA,1,3,15.0,5.0,640,638.0,112,3170.0,23,1,1.0,1.0,5.297893447444092
227,3,64,2,5,4,RLCCA,1,4,20.0,5.0,640,572.0,71,2014.0,21,1,1.0,1.0,5.00505503166025
228,4,64,2,5,4,RLCCA,1,5,5.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
229,5,64,2,5,4,RLCCA,1,6,10.0,10.0,640,0.0,0,0.0,0,3,1.0,1.0,
