0.0308,78.9700,3.9167,56.1192,11.7444
0.0069,56.5700,17.9108,18.3393,3.6939
0.0329,62.4900,27.3759,6.6116,17.6910
0.0287,77.9700,11.1186,17.9208,4.0692


0.0000,60.4600,16.0620,18.0846,3.1580
0.0189,60.2000,20.8818,18.5166,4.2551
0.0086,58.0200,22.0973,17.0298,15.5720
0.0000,56.1800,15.0477,17.0303,3.2848
0.0000,55.6300,20.9653,17.3094,3.1696
