64,2,1,4,RLCCA,1,1,5.0,5.0,640,258.0000,100,3200.0000,9,3,1.0,1.0,3.1211604919430926,
64,2,1,4,RLCCA,1,2,10.0,5.0,640,230.0000,71,2582.0000,7,3,1.0,1.0,6.040991778435952,
64,2,1,4,RLCCA,1,3,15.0,5.0,640,406.0000,125,3190.0000,17,1,1.0,1.0,7.980575921734712,
64,2,1,4,RLCCA,1,4,20.0,5.0,640,376.0000,87,2552.0000,14,1,1.0,1.0,4.322936566529966,
64,2,1,4,RLCCA,1,5,5.0,10.0,640,234.0000,101,2552.0000,9,3,1.0,1.0,4.773119791278887,
64,2,1,4,RLCCA,1,6,10.0,10.0,640,256.0000,71,2018.0000,10,3,1.0,1.0,6.6759139442386495,
64,2,1,4,RLCCA,1,7,15.0,10.0,640,58.0000,10,218.0000,2,1,1.0,1.0,2.765203794549337,
64,2,1,4,RLCCA,1,8,20.0,10.0,640,0.0000,0,0.0000,0,1,1.0,1.0,NaN,
64,2,1,4,RLCCA,1,9,5.0,15.0,640,382.0000,104,3200.0000,13,0,1.0,1.0,6.744263011004469,
64,2,1,4,RLCCA,1,10,10.0,15.0,640,392.0000,92,2612.0000,14,0,1.0,1.0,8.791774429802382,
64,2,1,4,RLCCA,1,11,15.0,15.0,640,348.0000,111,2970.0000,14,2,1.0,1.0,7.078012701925135,
64,2,1,4,RLCCA,1,12,20.0,15.0,640,0.0000,0,0.0000,0,2,1.0,1.0,NaN,
64,2,1,4,RLCCA,1,13,5.0,20.0,640,160.0000,23,622.0000,6,0,1.0,1.0,4.35185991253641,
64,2,1,4,RLCCA,1,14,10.0,20.0,640,0.0000,0,0.0000,0,0,1.0,1.0,NaN,
64,2,1,4,RLCCA,1,15,15.0,20.0,640,0.0000,0,0.0000,0,2,1.0,1.0,NaN,
64,2,1,4,RLCCA,1,16,20.0,20.0,640,0.0000,0,0.0000,0,2,1.0,1.0,NaN,
