1,1,22.396375828966374,53.58843715988374,160,22,32,31,3
1,2,62.71709391190768,53.64179660760555,160,29,42,42,1
1,3,97.7202375224849,73.7419030097062,160,29,128,111,5
1,4,82.64295036915637,54.31048605556658,160,2,2,2,5
1,5,84.29494482093303,64.57012126430172,160,9,130,118,5
1,6,7.8891798594551314,56.50859155968195,160,47,137,132,3
1,7,10.265375675313216,23.880416440564257,160,14,20,20,8
1,8,94.55539309080055,70.4574825805119,160,13,20,12,5
1,9,46.4516203948023,14.345893007472633,160,1,1,1,6
1,10,33.43132611614652,93.7880384641474,160,41,147,147,7
1,11,67.23948174869359,9.203367392832362,160,38,157,157,9
1,12,99.16962204252079,41.35073824240199,160,20,72,69,4
1,13,69.92392424129787,43.03131125455346,160,4,9,9,1
1,14,66.31809707633998,58.50792952871363,160,9,5,5,1
1,15,24.453194547855052,86.02937638103477,160,6,4,4,2
1,16,97.35266867282589,35.259418107049164,160,4,6,6,4
1,17,52.08538895573851,57.764237829749696,160,4,3,3,1
1,18,47.22608168452012,70.34727953417283,160,6,5,5,7
1,19,84.80168842323475,65.32837883131069,160,4,29,27,5
1,20,8.831453965430036,25.058120551568162,160,7,6,6,8
1,21,24.965823446260714,84.06777492637096,160,47,129,126,2
1,22,48.50234277996955,97.51798471190702,160,63,138,136,7
1,23,41.12229690011971,41.942959932157784,160,2,1,1,3
1,24,49.974678537627526,59.49772040248832,160,49,75,75,1
1,25,25.447969381899615,79.67903805608205,160,21,65,64,2
1,26,78.76590394901206,45.192007663526155,160,6,2,2,1
1,27,82.36012303161388,7.389431339702468,160,45,136,126,9
1,28,21.52918263983452,37.906956270906086,160,50,148,148,3
1,29,81.57580133406191,20.065680598749235,160,79,87,85,4
1,30,76.93621314724145,94.99140007091088,160,7,128,119,0
1,31,53.64337434282193,62.91625036038416,160,0,0,0,1
1,32,32.039115173607826,15.476700074095518,160,19,134,134,6
1,33,19.6680740576458,24.634769375904277,160,33,28,28,8
1,34,74.90243772748661,91.95505916169881,160,77,128,125,0
1,35,15.534957571270724,95.72097605307121,160,0,0,0,2
1,36,11.518152531559355,60.66534302363299,160,3,6,6,3
1,37,54.61508719950405,44.066332458252475,160,1,1,1,1
1,38,21.09285288198629,48.45126268515523,160,4,16,15,3
1,39,13.503323170440673,98.5808974680876,160,8,7,6,2
1,40,42.644799602990894,86.29441663645085,160,18,22,19,7
1,41,66.2318001988909,13.166631608947688,160,5,128,114,9
1,42,28.820196188558256,44.36642004686906,160,2,3,3,3
1,43,9.32948507753959,92.61405869367057,160,3,3,3,2
1,44,39.293027762633905,19.135999259679735,160,11,14,14,6
1,45,98.50984071931997,82.88598576602062,160,15,129,103,5
1,46,75.85217397539256,59.284378000046964,160,21,32,32,1
1,47,93.32280324352735,62.62712792725081,160,33,139,133,5
1,48,7.492635715820839,14.470758594412514,160,10,10,10,8
1,49,60.37956895908621,23.026315338624325,160,8,127,95,9
1,50,31.90253999203151,79.88073085508513,160,9,129,126,7
1,51,2.199179202493451,51.47555282572396,160,2,1,1,3
1,52,21.71143348206478,27.55277882824947,160,77,77,66,8
1,53,37.95143530207971,3.157635877309317,160,39,117,116,6
1,54,22.38918056725122,57.522777109187636,160,16,128,117,3
1,55,6.569944009523654,86.6358103296451,160,14,11,11,2
1,56,45.86444046577175,12.896179277159659,160,0,0,0,6
1,57,71.11796114803298,16.426975985137403,160,2,2,2,9
1,58,43.94774821521585,32.45933133456307,160,0,0,0,6
1,59,16.573293116745724,81.26581438998221,160,1,1,1,2
1,60,41.69602792151621,46.65862448764271,160,8,9,9,3
1,61,66.31435281138177,39.45217955403816,160,4,2,2,1
1,62,52.17736049892912,43.58658063517178,160,0,0,0,1
1,63,90.97528592126068,12.762633233400145,160,38,145,145,4
1,64,82.98809253920459,87.86194788188756,160,8,130,124,0
1,65,16.834442291918663,12.596855188647805,160,80,63,61,8
1,66,82.27734856977904,34.558384273711695,160,2,2,2,4
1,67,21.644899887212876,37.69138904522145,160,19,42,33,3
1,68,64.22111498265383,25.27930571237037,160,2,128,104,9
1,69,85.84384421432655,93.04784013161226,160,39,128,125,0
1,70,50.65922950594548,65.75731737926237,160,1,1,1,1
1,71,96.72492165774074,65.61824882753683,160,6,6,1,5
1,72,95.51297163008134,19.379240497437923,160,15,10,10,4
1,73,91.36945481053911,59.30358370787299,160,4,6,5,5
1,74,16.55607968199464,23.25945273854758,160,79,107,105,8
1,75,90.8742961604486,11.854762019839004,160,19,128,124,4
1,76,25.404201925818825,5.404081316769638,160,2,2,2,6
1,77,78.50859330006575,84.96477962589978,160,1,3,3,0
1,78,43.06789443643034,81.34949085325,160,17,35,34,7
1,79,71.50059378409892,98.45036772340057,160,17,134,134,0
1,80,96.65486662909963,85.25627377821765,160,38,142,142,5
1,81,27.66494853237219,40.685443146597244,160,0,0,0,3
1,82,25.8021774283405,55.06242231610279,160,1,1,1,3
1,83,58.35639534110335,10.769780567227816,160,10,129,99,9
1,84,66.21644622159127,87.93169153957925,160,1,5,5,0
1,85,84.73121879061556,96.84672238518746,160,19,35,29,0
1,86,45.870681864535335,47.96247789370035,160,56,117,117,1
1,87,69.54196094502718,49.473062308809844,160,0,0,0,1
1,88,43.78568723968812,21.554980448084137,160,41,91,91,6
1,89,63.825522824242775,76.26021015012354,160,3,4,4,0
1,90,52.782781405313415,87.52300999694947,160,13,26,21,7
1,91,32.36091445618886,71.45339246205893,160,18,127,117,7
1,92,61.78787884389888,17.257115736999605,160,44,118,85,9
1,93,96.3469107125634,63.53064649557314,160,1,1,1,5
1,94,6.794068639864371,95.5421225013941,160,4,2,2,2
1,95,3.6515317847541695,14.220114524639149,160,45,29,29,8
1,96,73.35089562678276,5.65727089332011,160,7,129,101,9
1,97,2.2432310804309075,29.00590364266974,160,40,129,129,8
1,98,5.401768438712007,69.00505190518548,160,40,129,129,2
1,99,23.051604056805207,72.83444620625507,160,12,10,9,2
1,100,63.63789861094844,48.70022846102856,160,2,1,1,1
